well_name,flowback_days,liquid_rate,surface_pressure,temp,gor,water_cut,fbhp,sand_hr,cum_sand,choke
Magic 3h,2.75,1,,100,0.1,0.99,5690.91,,0,64
Magic 3h,2.791666667,288,487,100,0.1,1,5676.26,,0,0
Magic 3h,2.833333333,1,490,100,0.1,0.99,5680.83,,0,0
Magic 3h,2.875,1,493,100,0.1,0.99,5683.85,,0,0
Magic 3h,2.916666667,1,497,100,0.1,0.99,5687.88,,0,0
Magic 3h,2.958333333,1,500,100,0.1,0.99,5690.91,,0,0
Magic 3h,3,1,502,100,0.1,0.99,5692.92,,0,0
Magic 3h,3.041666667,1,505,100,0.1,0.99,5695.94,,0,0
Magic 3h,3.083333333,1,508,100,0.1,0.99,5698.96,,0,0
Magic 3h,3.125,1,511,100,0.1,0.99,5701.98,,0,0
Magic 3h,3.166666667,1,514,100,0.1,0.99,5705,,0,0
Magic 3h,3.208333333,1,517,100,0.1,0.99,5708.03,,0,0
Magic 3h,3.25,1,520,100,0.1,0.99,5711.05,,0,0
Magic 3h,3.291666667,1,523,100,0.1,0.99,5714.07,,0,0
Magic 3h,3.333333333,1,525,100,0.1,0.99,5716.08,,0,0
Magic 3h,3.375,1,527,100,0.1,0.99,5718.1,,0,0
Magic 4h,1,3480,2459,100,143.909,0.924137931,4375.98,0,0,27
Magic 4h,1.041666667,3576,2548,100,100.3,0.865771812,4432.95,0,0,27
Magic 4h,1.083333333,3000,2548,100,100,0.808,4335.56,0,0,27
Magic 4h,1.125,3048,2528,100,74.556,0.787401575,4311.67,0,0,27
Magic 4h,1.166666667,3168,2530,100,83.833,0.818181818,4342.49,0,0,27
Magic 4h,1.208333333,2976,2521,100,91.696,0.814516129,4305.54,0,0,27
Magic 4h,1.25,3120,2516,100,91.542,0.815384615,4315.08,0,0,27
Magic 4h,1.291666667,3024,2511,100,90.792,0.80952381,4295.17,0,0,27
Magic 4h,1.333333333,3096,2501,100,87.76,0.80620155,4289.28,0,0,27
Magic 4h,1.375,3048,2493,100,81.125,0.811023622,4281.4,0,0,27
Magic 4h,1.416666667,3048,2486,100,93.652,0.818897638,4271.99,0,0,27
